Row ID,Order ID,order_date,ship_date,customer_name,Customer ID,segment,category,sub_category,product_name,country,city,state,region,ship_mode,sales
949,US-2018-110576,2018-11-28,2018-12-02,Ross Baird,RB-19795,Home Office,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,United States,Philadelphia,Pennsylvania,East,Standard Class,1007.232
950,US-2018-110576,2018-11-28,2018-12-02,Ross Baird,RB-19795,Home Office,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",United States,Philadelphia,Pennsylvania,East,Standard Class,2065.32
951,US-2018-110576,2018-11-28,2018-12-02,Ross Baird,RB-19795,Home Office,Office Supplies,Paper,Xerox 210,United States,Philadelphia,Pennsylvania,East,Standard Class,15.552
952,US-2018-110576,2018-11-28,2018-12-02,Ross Baird,RB-19795,Home Office,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),United States,Philadelphia,Pennsylvania,East,Standard Class,25.344
953,CA-2018-131156,2018-04-03,2018-04-07,Katherine Hughes,KH-16360,Consumer,Furniture,Furnishings,Staple-based wall hangings,United States,Philadelphia,Pennsylvania,East,Standard Class,25.472
954,CA-2018-136539,2018-12-28,2019-01-01,Greg Hansen,GH-14665,Consumer,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,United States,Round Rock,Texas,Central,Standard Class,27.168
955,CA-2018-136539,2018-12-28,2019-01-01,Greg Hansen,GH-14665,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",United States,Round Rock,Texas,Central,Standard Class,78.8528
956,CA-2018-119305,2018-11-30,2018-12-04,Scott Williamson,SW-20275,Consumer,Office Supplies,Storage,Home/Office Personal File Carts,United States,Jackson,Mississippi,South,Standard Class,173.8
957,CA-2018-102414,2018-05-15,2018-05-18,Joseph Airdo,JA-15970,Consumer,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",United States,Phoenix,Arizona,West,Second Class,29.592
958,CA-2018-102414,2018-05-15,2018-05-18,Joseph Airdo,JA-15970,Consumer,Office Supplies,Binders,Avery Durable Slant Ring Binders,United States,Phoenix,Arizona,West,Second Class,4.752
959,CA-2018-102414,2018-05-15,2018-05-18,Joseph Airdo,JA-15970,Consumer,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",United States,Phoenix,Arizona,West,Second Class,15.552
960,CA-2016-112571,2016-09-22,2016-09-22,Daniel Lacy,DL-12925,Consumer,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,United States,Oceanside,California,West,Same Day,204.6
961,CA-2018-152142,2018-11-14,2018-11-19,Lindsay Williams,LW-16990,Corporate,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",United States,San Francisco,California,West,Standard Class,321.568
962,CA-2016-160059,2016-11-27,2016-12-01,Thomas Brumley,TB-21190,Home Office,Office Supplies,Binders,Zipper Ring Binder Pockets,United States,Fayetteville,Arkansas,South,Standard Class,6.24
963,CA-2017-120859,2017-09-01,2017-09-04,Cynthia Voltz,CV-12805,Corporate,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",United States,San Francisco,California,West,First Class,21.88
964,CA-2015-127488,2015-09-22,2015-09-24,Maribeth Schnelling,MS-17365,Consumer,Office Supplies,Labels,Avery File Folder Labels,United States,Boca Raton,Florida,South,Second Class,4.608
965,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,United States,New York City,New York,East,First Class,9.82
966,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,United States,New York City,New York,East,First Class,35.97
967,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Paper,Xerox 212,United States,New York City,New York,East,First Class,12.96
968,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,United States,New York City,New York,East,First Class,191.6
969,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Labels,Avery File Folder Labels,United States,New York City,New York,East,First Class,8.64
970,CA-2018-135279,2018-04-09,2018-04-11,Bryan Spruell,BS-11800,Home Office,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,United States,New York City,New York,East,First Class,501.81
971,CA-2015-115791,2015-01-16,2015-01-18,Delfina Latchford,DL-13315,Consumer,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,United States,Philadelphia,Pennsylvania,East,Second Class,127.104
972,CA-2015-115791,2015-01-16,2015-01-18,Delfina Latchford,DL-13315,Consumer,Technology,Phones,AT&T 841000 Phone,United States,Philadelphia,Pennsylvania,East,Second Class,124.2
973,CA-2015-115791,2015-01-16,2015-01-18,Delfina Latchford,DL-13315,Consumer,Office Supplies,Binders,GBC Linen Binding Covers,United States,Philadelphia,Pennsylvania,East,Second Class,18.588
974,CA-2015-115791,2015-01-16,2015-01-18,Delfina Latchford,DL-13315,Consumer,Office Supplies,Labels,Round Specialty Laser Printer Labels,United States,Philadelphia,Pennsylvania,East,Second Class,30.072
975,US-2018-103247,2018-10-05,2018-10-08,Phillina Ober,PO-19195,Home Office,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,United States,New York City,New York,East,Second Class,160.93
976,US-2018-103247,2018-10-05,2018-10-08,Phillina Ober,PO-19195,Home Office,Office Supplies,Binders,Tuf-Vin Binders,United States,New York City,New York,East,Second Class,75.792
977,US-2018-100209,2018-07-09,2018-07-15,Tamara Dahlen,TD-20995,Consumer,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,United States,Portland,Oregon,West,Standard Class,1.08
978,CA-2018-159366,2018-01-07,2018-01-10,Bart Watters,BW-11110,Corporate,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,United States,Detroit,Michigan,Central,First Class,3059.982
979,CA-2017-145499,2017-05-30,2017-05-31,Robert Waldorf,RW-19690,Consumer,Office Supplies,Binders,Angle-D Ring Binders,United States,Wilmington,North Carolina,South,First Class,3.282
980,CA-2016-157035,2016-12-09,2016-12-12,Ken Brennan,KB-16600,Corporate,Office Supplies,Paper,Xerox 188,United States,Columbus,Indiana,Central,First Class,34.02
981,CA-2017-144939,2017-10-03,2017-10-08,Emily Burns,EB-13870,Consumer,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,United States,New York City,New York,East,Standard Class,599.292
982,CA-2015-163419,2015-11-11,2015-11-14,Tracy Zic,TZ-21580,Consumer,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",United States,Louisville,Colorado,West,Second Class,3.392
983,CA-2015-163419,2015-11-11,2015-11-14,Tracy Zic,TZ-21580,Consumer,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),United States,Louisville,Colorado,West,Second Class,559.984
984,CA-2015-163419,2015-11-11,2015-11-14,Tracy Zic,TZ-21580,Consumer,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",United States,Louisville,Colorado,West,Second Class,603.92
985,CA-2018-100314,2018-09-29,2018-10-05,Ann Steele,AS-10630,Home Office,Office Supplies,Labels,Avery 499,United States,Pasadena,Texas,Central,Standard Class,7.968
986,CA-2018-100314,2018-09-29,2018-10-05,Ann Steele,AS-10630,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",United States,Pasadena,Texas,Central,Standard Class,27.968
987,CA-2018-100314,2018-09-29,2018-10-05,Ann Steele,AS-10630,Home Office,Technology,Machines,Wasp CCD Handheld Bar Code Reader,United States,Pasadena,Texas,Central,Standard Class,336.51
988,CA-2016-146829,2016-03-10,2016-03-10,Toby Swindell,TS-21340,Consumer,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,United States,Houston,Texas,Central,Same Day,1.112
989,CA-2018-167899,2018-05-21,2018-05-26,John Grady,JG-15805,Corporate,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,United States,Auburn,New York,East,Standard Class,520.05
990,CA-2018-167899,2018-05-21,2018-05-26,John Grady,JG-15805,Corporate,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,United States,Auburn,New York,East,Standard Class,17.97
991,CA-2016-153549,2016-03-29,2016-03-31,Sara Luxemburg,SL-20155,Home Office,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,United States,Jacksonville,Florida,South,Second Class,1166.92
992,CA-2017-110023,2017-09-09,2017-09-11,Troy Staebel,TS-21610,Consumer,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,United States,New York City,New York,East,First Class,14.624
993,CA-2017-105585,2017-08-26,2017-08-27,Roland Fjeld,RF-19735,Consumer,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,United States,San Jose,California,West,First Class,10.23
994,CA-2017-105585,2017-08-26,2017-08-27,Roland Fjeld,RF-19735,Consumer,Office Supplies,Paper,Xerox 1979,United States,San Jose,California,West,First Class,154.9
995,CA-2015-117639,2015-05-21,2015-05-25,Mitch Willingham,MW-18235,Corporate,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,United States,Virginia Beach,Virginia,South,Standard Class,2715.93
996,CA-2015-117639,2015-05-21,2015-05-25,Mitch Willingham,MW-18235,Corporate,Technology,Phones,Plantronics Voyager Pro Legend,United States,Virginia Beach,Virginia,South,Standard Class,617.97
997,CA-2016-162537,2016-10-28,2016-11-03,Rob Dowd,RD-19585,Consumer,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,United States,Henderson,Kentucky,South,Standard Class,10.67
998,CA-2016-162537,2016-10-28,2016-11-03,Rob Dowd,RD-19585,Consumer,Office Supplies,Storage,Portable Personal File Box,United States,Henderson,Kentucky,South,Standard Class,36.63
999,CA-2016-162537,2016-10-28,2016-11-03,Rob Dowd,RD-19585,Consumer,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,United States,Henderson,Kentucky,South,Standard Class,24.1
1000,CA-2016-162537,2016-10-28,2016-11-03,Rob Dowd,RD-19585,Consumer,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,United States,Henderson,Kentucky,South,Standard Class,33.11
1001,CA-2017-155488,2017-11-13,2017-11-17,Frank Merwin,FM-14290,Home Office,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,United States,Vancouver,Washington,West,Standard Class,44.02
1002,CA-2016-124891,2016-07-31,2016-07-31,Rick Hansen,RH-19495,Consumer,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,United States,New York City,New York,East,Same Day,2309.65
1003,CA-2016-124891,2016-07-31,2016-07-31,Rick Hansen,RH-19495,Consumer,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",United States,New York City,New York,East,Same Day,1090.782
1004,CA-2016-124891,2016-07-31,2016-07-31,Rick Hansen,RH-19495,Consumer,Office Supplies,Paper,Xerox 212,United States,New York City,New York,East,Same Day,19.44
1005,CA-2016-126445,2016-08-27,2016-08-31,Ryan Akin,RA-19945,Consumer,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,United States,Murrieta,California,West,Standard Class,484.65
1006,CA-2016-111199,2016-11-13,2016-11-17,Joe Kamberova,JK-15730,Consumer,Office Supplies,Paper,Xerox 1910,United States,Jacksonville,North Carolina,South,Standard Class,115.296
1007,CA-2016-105312,2016-11-06,2016-11-09,Meg Tillman,MT-17815,Consumer,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",United States,Scottsdale,Arizona,West,First Class,7.08
1008,CA-2016-105312,2016-11-06,2016-11-09,Meg Tillman,MT-17815,Consumer,Office Supplies,Binders,UniKeep View Case Binders,United States,Scottsdale,Arizona,West,First Class,4.401
1009,US-2018-106705,2018-12-26,2019-01-01,Patrick O'Brill,PO-18850,Consumer,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",United States,Burlington,Iowa,Central,Standard Class,44.75
1010,CA-2018-135034,2018-08-01,2018-08-03,Annie Thurman,AT-10735,Consumer,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,United States,Chicago,Illinois,Central,First Class,95.984
1011,CA-2015-158540,2015-11-24,2015-11-26,Vivek Gonzalez,VG-21790,Consumer,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",United States,San Diego,California,West,First Class,151.72
1012,CA-2018-118437,2018-06-17,2018-06-21,Philip Fox,PF-19165,Consumer,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",United States,Olympia,Washington,West,Second Class,155.25
1013,CA-2018-118437,2018-06-17,2018-06-21,Philip Fox,PF-19165,Consumer,Office Supplies,Storage,Project Tote Personal File,United States,Olympia,Washington,West,Second Class,14.03
1014,US-2016-126214,2016-12-21,2016-12-24,John Stevenson,JS-15880,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,United States,Seattle,Washington,West,Second Class,1618.37
1015,US-2016-126214,2016-12-21,2016-12-24,John Stevenson,JS-15880,Consumer,Technology,Accessories,Enermax Acrylux Wireless Keyboard,United States,Seattle,Washington,West,Second Class,99.6
1016,CA-2016-133025,2016-09-17,2016-09-19,Meg O'Connel,MO-17800,Home Office,Office Supplies,Paper,Xerox 216,United States,Los Angeles,California,West,Second Class,32.4
1017,CA-2016-108665,2016-07-06,2016-07-10,Kalyca Meade,KM-16225,Corporate,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,United States,New York City,New York,East,Standard Class,13.96
1018,CA-2016-108665,2016-07-06,2016-07-10,Kalyca Meade,KM-16225,Corporate,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",United States,New York City,New York,East,Standard Class,155.82
1019,CA-2016-108665,2016-07-06,2016-07-10,Kalyca Meade,KM-16225,Corporate,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,United States,New York City,New York,East,Standard Class,124.95
1020,CA-2016-108665,2016-07-06,2016-07-10,Kalyca Meade,KM-16225,Corporate,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,United States,New York City,New York,East,Standard Class,601.65
1021,CA-2016-124450,2016-04-27,2016-05-03,Greg Tran,GT-14710,Consumer,Office Supplies,Art,Staples in misc. colors,United States,Washington,District of Columbia,East,Standard Class,22.74
1022,CA-2016-124450,2016-04-27,2016-05-03,Greg Tran,GT-14710,Consumer,Furniture,Chairs,Global Comet Stacking Arm Chair,United States,Washington,District of Columbia,East,Standard Class,1267.53
1023,CA-2016-124450,2016-04-27,2016-05-03,Greg Tran,GT-14710,Consumer,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,United States,Washington,District of Columbia,East,Standard Class,1379.92
1024,CA-2016-167269,2016-06-16,2016-06-20,Philip Brown,PB-19150,Consumer,Office Supplies,Envelopes,Peel & Seel Envelopes,United States,Philadelphia,Pennsylvania,East,Standard Class,6.208
1025,CA-2018-106964,2018-12-17,2018-12-20,Hallie Redmond,HR-14770,Home Office,Office Supplies,Binders,GBC Plastic Binding Combs,United States,Los Angeles,California,West,First Class,11.808
1026,CA-2017-126529,2017-01-11,2017-01-13,Deanra Eno,DE-13255,Home Office,Office Supplies,Paper,Xerox 2,United States,Springfield,Ohio,East,Second Class,15.552
1027,CA-2017-126529,2017-01-11,2017-01-13,Deanra Eno,DE-13255,Home Office,Office Supplies,Paper,Xerox 1935,United States,Springfield,Ohio,East,Second Class,63.312
1028,CA-2017-126529,2017-01-11,2017-01-13,Deanra Eno,DE-13255,Home Office,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,United States,Springfield,Ohio,East,Second Class,15.588
1029,CA-2015-163552,2015-07-11,2015-07-15,Laura Armstrong,LA-16780,Corporate,Office Supplies,Paper,Easy-staple paper,United States,Hackensack,New Jersey,East,Standard Class,177.2
1030,CA-2015-163552,2015-07-11,2015-07-15,Laura Armstrong,LA-16780,Corporate,Technology,Phones,Cisco SPA508G,United States,Hackensack,New Jersey,East,Standard Class,197.97
1031,CA-2015-163552,2015-07-11,2015-07-15,Laura Armstrong,LA-16780,Corporate,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,United States,Hackensack,New Jersey,East,Standard Class,854.94
1032,CA-2015-163552,2015-07-11,2015-07-15,Laura Armstrong,LA-16780,Corporate,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,United States,Hackensack,New Jersey,East,Standard Class,124.11
1033,CA-2015-163552,2015-07-11,2015-07-15,Laura Armstrong,LA-16780,Corporate,Office Supplies,Labels,Avery 514,United States,Hackensack,New Jersey,East,Standard Class,14.4
1034,CA-2017-109820,2017-11-20,2017-11-22,Allen Goldenen,AG-10390,Consumer,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,United States,Cincinnati,Ohio,East,First Class,15.696
1035,CA-2017-109820,2017-11-20,2017-11-22,Allen Goldenen,AG-10390,Consumer,Office Supplies,Binders,Acco 3-Hole Punch,United States,Cincinnati,Ohio,East,First Class,2.628
1036,CA-2017-109820,2017-11-20,2017-11-22,Allen Goldenen,AG-10390,Consumer,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,United States,Cincinnati,Ohio,East,First Class,14.427
1037,CA-2017-113061,2017-04-22,2017-04-26,Ed Ludwig,EL-13735,Home Office,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,United States,Jefferson City,Missouri,Central,Standard Class,86.62
1038,CA-2016-127418,2016-06-13,2016-06-14,Jennifer Jackson,JJ-15445,Consumer,Office Supplies,Binders,Aluminum Screw Posts,United States,Los Angeles,California,West,First Class,36.624
1039,CA-2018-121818,2018-11-20,2018-11-21,Jennifer Halladay,JH-15430,Consumer,Office Supplies,Art,Newell 336,United States,Burlington,North Carolina,South,First Class,23.968
1040,CA-2018-121818,2018-11-20,2018-11-21,Jennifer Halladay,JH-15430,Consumer,Office Supplies,Art,Staples in misc. colors,United States,Burlington,North Carolina,South,First Class,28.728
1041,CA-2017-127670,2017-03-20,2017-03-24,Robert Dilbeck,RD-19660,Home Office,Furniture,Tables,Chromcraft Round Conference Tables,United States,Saint Peters,Missouri,Central,Standard Class,697.16
1042,CA-2017-102981,2017-09-06,2017-09-09,Mary O'Rourke,MO-17500,Consumer,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,United States,New York City,New York,East,Second Class,31.86
1043,CA-2017-102981,2017-09-06,2017-09-09,Mary O'Rourke,MO-17500,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",United States,New York City,New York,East,Second Class,722.352
1044,CA-2018-115651,2018-07-09,2018-07-12,Noel Staavos,NS-18640,Corporate,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",United States,Chicago,Illinois,Central,First Class,8.84
1045,CA-2018-115651,2018-07-09,2018-07-12,Noel Staavos,NS-18640,Corporate,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,United States,Chicago,Illinois,Central,First Class,58.464
1046,CA-2018-152702,2018-10-12,2018-10-16,Steve Nguyen,SN-20710,Home Office,Furniture,Chairs,"Global Stack Chair without Arms, Black",United States,Rockford,Illinois,Central,Standard Class,254.604
1047,CA-2017-169103,2017-03-08,2017-03-13,Zuschuss Carroll,ZC-21910,Consumer,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,United States,Miami,Florida,South,Standard Class,1363.96
1048,CA-2017-169103,2017-03-08,2017-03-13,Zuschuss Carroll,ZC-21910,Consumer,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",United States,Miami,Florida,South,Standard Class,102.36
1049,CA-2015-139192,2015-05-27,2015-06-01,Lena Creighton,LC-16885,Consumer,Technology,Phones,Plantronics HL10 Handset Lifter,United States,San Francisco,California,West,Second Class,1113.504
1050,CA-2015-139192,2015-05-27,2015-06-01,Lena Creighton,LC-16885,Consumer,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,United States,San Francisco,California,West,Second Class,99.99
1051,US-2016-153500,2016-07-03,2016-07-05,Deirdre Greer,DG-13300,Corporate,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,United States,Philadelphia,Pennsylvania,East,First Class,168.464
1052,US-2016-153500,2016-07-03,2016-07-05,Deirdre Greer,DG-13300,Corporate,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",United States,Philadelphia,Pennsylvania,East,First Class,6.72
1053,US-2016-153500,2016-07-03,2016-07-05,Deirdre Greer,DG-13300,Corporate,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",United States,Philadelphia,Pennsylvania,East,First Class,282.888
1054,CA-2016-110667,2016-04-04,2016-04-08,Nicole Fjeld,NF-18595,Home Office,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,United States,New York City,New York,East,Standard Class,11.16
1055,CA-2016-110667,2016-04-04,2016-04-08,Nicole Fjeld,NF-18595,Home Office,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,United States,New York City,New York,East,Standard Class,108.4
1056,CA-2016-110667,2016-04-04,2016-04-08,Nicole Fjeld,NF-18595,Home Office,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,United States,New York City,New York,East,Standard Class,82.344
1057,CA-2016-110667,2016-04-04,2016-04-08,Nicole Fjeld,NF-18595,Home Office,Office Supplies,Binders,Avery Round Ring Poly Binders,United States,New York City,New York,East,Standard Class,9.088
1058,CA-2018-167150,2018-12-10,2018-12-17,Ben Peterman,BP-11185,Corporate,Office Supplies,Binders,Avery Hole Reinforcements,United States,San Diego,California,West,Standard Class,19.936
1059,CA-2018-167150,2018-12-10,2018-12-17,Ben Peterman,BP-11185,Corporate,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",United States,San Diego,California,West,Standard Class,65.568
1060,CA-2017-105284,2017-11-24,2017-12-01,Matthew Grinstein,MG-17650,Home Office,Office Supplies,Fasteners,Stockwell Gold Paper Clips,United States,Philadelphia,Pennsylvania,East,Standard Class,4.416
1061,US-2016-125374,2016-03-23,2016-03-29,Julia Dunbar,JD-16060,Consumer,Furniture,Chairs,Global Deluxe Steno Chair,United States,Houston,Texas,Central,Standard Class,107.772
1062,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,United States,Toledo,Ohio,East,Standard Class,45.216
1063,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Office Supplies,Fasteners,"Super Bands, 12/Pack",United States,Toledo,Ohio,East,Standard Class,10.416
1064,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Office Supplies,Art,Crayola Colored Pencils,United States,Toledo,Ohio,East,Standard Class,7.872
1065,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Technology,Phones,Plantronics 81402,United States,Toledo,Ohio,East,Standard Class,118.782
1066,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Office Supplies,Fasteners,Assorted Color Push Pins,United States,Toledo,Ohio,East,Standard Class,1.448
1067,CA-2016-161263,2016-04-16,2016-04-21,Theresa Swint,TS-21160,Corporate,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",United States,Toledo,Ohio,East,Standard Class,55.47
1068,CA-2017-157686,2017-10-01,2017-10-02,Brian DeCherney,BD-11620,Consumer,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",United States,San Francisco,California,West,First Class,194.848
1069,US-2018-139955,2018-09-28,2018-09-30,Charles McCrossin,CM-12160,Consumer,Office Supplies,Supplies,Staple remover,United States,Brownsville,Texas,Central,Second Class,1.744
1070,US-2016-150161,2016-07-25,2016-07-29,Ross Baird,RB-19795,Home Office,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,United States,Philadelphia,Pennsylvania,East,Standard Class,25.176
1071,CA-2016-144652,2016-11-20,2016-11-26,Skye Norling,SN-20560,Home Office,Office Supplies,Art,Newell 333,United States,Los Angeles,California,West,Standard Class,19.46
1072,CA-2017-152814,2017-04-28,2017-05-02,Erica Hernandez,EH-14005,Home Office,Office Supplies,Paper,Xerox 1881,United States,Denver,Colorado,West,Standard Class,29.472
1073,CA-2018-106943,2018-11-14,2018-11-19,Frank Olsen,FO-14305,Consumer,Office Supplies,Binders,3M Organizer Strips,United States,New York City,New York,East,Standard Class,8.64
1074,CA-2017-134348,2017-11-12,2017-11-19,Maurice Satty,MS-17710,Consumer,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,United States,Mesa,Arizona,West,Standard Class,6.27
1075,CA-2017-134348,2017-11-12,2017-11-19,Maurice Satty,MS-17710,Consumer,Office Supplies,Binders,Round Ring Binders,United States,Mesa,Arizona,West,Standard Class,4.368
1076,CA-2017-134348,2017-11-12,2017-11-19,Maurice Satty,MS-17710,Consumer,Technology,Accessories,Micropad Numeric Keypads,United States,Mesa,Arizona,West,Standard Class,31.984
1077,CA-2017-161781,2017-09-29,2017-09-30,Chad Cunningham,CC-12100,Home Office,Office Supplies,Art,Newell 328,United States,Columbus,Indiana,Central,First Class,40.88
1078,CA-2018-132521,2018-09-23,2018-09-25,Don Weiss,DW-13540,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,United States,Seattle,Washington,West,Second Class,119.96
1079,CA-2018-132521,2018-09-23,2018-09-25,Don Weiss,DW-13540,Consumer,Office Supplies,Storage,Sterilite Officeware Hinged File Box,United States,Seattle,Washington,West,Second Class,31.44
1080,CA-2018-132521,2018-09-23,2018-09-25,Don Weiss,DW-13540,Consumer,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,United States,Seattle,Washington,West,Second Class,6.88
1081,CA-2016-110016,2016-11-29,2016-12-04,Bill Tyler,BT-11395,Corporate,Office Supplies,Paper,Easy-staple paper,United States,Detroit,Michigan,Central,Standard Class,19.92
1082,CA-2016-110016,2016-11-29,2016-12-04,Bill Tyler,BT-11395,Corporate,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",United States,Detroit,Michigan,Central,Standard Class,1106.91
1083,US-2017-143819,2017-03-01,2017-03-05,Karen Daniels,KD-16270,Consumer,Furniture,Tables,Chromcraft Round Conference Tables,United States,Yonkers,New York,East,Standard Class,836.592
1084,US-2017-143819,2017-03-01,2017-03-05,Karen Daniels,KD-16270,Consumer,Office Supplies,Paper,Easy-staple paper,United States,Yonkers,New York,East,Standard Class,26.38
1085,US-2017-143819,2017-03-01,2017-03-05,Karen Daniels,KD-16270,Consumer,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,United States,Yonkers,New York,East,Standard Class,362.92
1086,US-2017-143819,2017-03-01,2017-03-05,Karen Daniels,KD-16270,Consumer,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,United States,Yonkers,New York,East,Standard Class,4899.93
1087,CA-2017-167584,2017-08-12,2017-08-12,Lena Cacioppo,LC-16870,Consumer,Office Supplies,Paper,Xerox 224,United States,Des Moines,Iowa,Central,Same Day,6.48
